x,y,z,qx,qy,qz,qw,vx,vy,vz,vroll,vpitch,vyaw,ax,ay,az,aroll,apitch,ayaw
0.491979,0.13398,0.48798,0.707143,-0.707071,-5.58966e-05,-1.29679e-05,-0.00150111,-0.00150111,-0.00150111,0.00777401,0.00495259,0.00777401,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491978,0.133979,0.487979,0.707145,-0.707069,-6.04826e-05,-1.39846e-05,-0.00155885,-0.00155885,-0.00155885,0.00807301,0.00514307,0.00807301,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491976,0.133977,0.487977,0.707148,-0.707066,-6.52417e-05,-1.50397e-05,-0.00161658,-0.00161658,-0.00161658,0.00837201,0.00533356,0.00837201,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491975,0.133976,0.487976,0.707151,-0.707063,-7.01739e-05,-1.61332e-05,-0.00167432,-0.00167432,-0.00167432,0.00867101,0.00552404,0.00867101,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491973,0.133974,0.487974,0.707154,-0.70706,-7.52791e-05,-1.7265e-05,-0.00173205,-0.00173205,-0.00173205,0.00897001,0.00571453,0.00897001,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491971,0.133972,0.487972,0.707158,-0.707056,-8.05574e-05,-1.84352e-05,-0.00178979,-0.00178979,-0.00178979,0.00926901,0.00590501,0.00926901,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491969,0.13397,0.48797,0.707161,-0.707053,-8.60088e-05,-1.96437e-05,-0.00184752,-0.00184752,-0.00184752,0.00956801,0.00609549,0.00956801,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491968,0.133969,0.487969,0.707164,-0.70705,-9.16332e-05,-2.08906e-05,-0.00190526,-0.00190526,-0.00190526,0.00986701,0.00628598,0.00986701,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491966,0.133967,0.487967,0.707168,-0.707046,-9.74307e-05,-2.21759e-05,-0.00196299,-0.00196299,-0.00196299,0.010166,0.00647646,0.010166,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491964,0.133965,0.487965,0.707172,-0.707042,-0.000103401,-2.34996e-05,-0.00202073,-0.00202073,-0.00202073,0.010465,0.00666695,0.010465,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491962,0.133963,0.487963,0.707175,-0.707039,-0.000109545,-2.48616e-05,-0.00207846,-0.00207846,-0.00207846,0.010764,0.00685743,0.010764,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491959,0.13396,0.48796,0.707179,-0.707035,-0.000115861,-2.6262e-05,-0.0021362,-0.0021362,-0.0021362,0.011063,0.00704792,0.011063,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491957,0.133958,0.487958,0.707183,-0.707031,-0.000122351,-2.77007e-05,-0.00219393,-0.00219393,-0.00219393,0.011362,0.0072384,0.011362,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491955,0.133956,0.487956,0.707187,-0.707027,-0.000129014,-2.91778e-05,-0.00225167,-0.00225167,-0.00225167,0.011661,0.00742888,0.011661,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491953,0.133954,0.487954,0.707191,-0.707023,-0.00013585,-3.06933e-05,-0.0023094,-0.0023094,-0.0023094,0.01196,0.00761937,0.01196,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49195,0.133951,0.487951,0.707196,-0.707018,-0.000142859,-3.22471e-05,-0.00236714,-0.00236714,-0.00236714,0.012259,0.00780985,0.012259,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491948,0.133949,0.487949,0.7072,-0.707014,-0.000150041,-3.38394e-05,-0.00242487,-0.00242487,-0.00242487,0.012558,0.00800034,0.012558,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491946,0.133947,0.487947,0.707205,-0.707009,-0.000157396,-3.54699e-05,-0.00248261,-0.00248261,-0.00248261,0.012857,0.00819082,0.012857,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491943,0.133944,0.487944,0.707209,-0.707005,-0.000164924,-3.71389e-05,-0.00254034,-0.00254034,-0.00254034,0.013156,0.00838131,0.013156,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491941,0.133942,0.487942,0.707214,-0.707,-0.000172625,-3.88462e-05,-0.00259808,-0.00259808,-0.00259808,0.013455,0.00857179,0.013455,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491938,0.133939,0.487939,0.707219,-0.706995,-0.000180499,-4.05919e-05,-0.00265581,-0.00265581,-0.00265581,0.013754,0.00876227,0.013754,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491935,0.133936,0.487936,0.707224,-0.70699,-0.000188546,-4.23759e-05,-0.00271355,-0.00271355,-0.00271355,0.014053,0.00895276,0.014053,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491932,0.133933,0.487933,0.707229,-0.706985,-0.000196766,-4.41984e-05,-0.00277128,-0.00277128,-0.00277128,0.014352,0.00914324,0.014352,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49193,0.133931,0.487931,0.707234,-0.70698,-0.00020516,-4.60591e-05,-0.00282902,-0.00282902,-0.00282902,0.014651,0.00933373,0.014651,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491927,0.133928,0.487928,0.707239,-0.706975,-0.000213726,-4.79583e-05,-0.00288675,-0.00288675,-0.00288675,0.01495,0.00952421,0.01495,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491924,0.133925,0.487925,0.707244,-0.70697,-0.000222466,-4.98958e-05,-0.00294449,-0.00294449,-0.00294449,0.015249,0.00971469,0.015249,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491921,0.133922,0.487922,0.70725,-0.706964,-0.000231378,-5.18717e-05,-0.00300222,-0.00300222,-0.00300222,0.015548,0.00990518,0.015548,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491918,0.133919,0.487919,0.707255,-0.706959,-0.000240464,-5.38859e-05,-0.00305996,-0.00305996,-0.00305996,0.015847,0.0100957,0.015847,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491915,0.133916,0.487916,0.707261,-0.706953,-0.000249723,-5.59385e-05,-0.00311769,-0.00311769,-0.00311769,0.016146,0.0102861,0.016146,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491912,0.133913,0.487913,0.707267,-0.706947,-0.000259154,-5.80295e-05,-0.00317543,-0.00317543,-0.00317543,0.016445,0.0104766,0.016445,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491908,0.133909,0.487909,0.707273,-0.706941,-0.000268759,-6.01589e-05,-0.00323316,-0.00323316,-0.00323316,0.016744,0.0106671,0.016744,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491905,0.133906,0.487906,0.707279,-0.706935,-0.000278537,-6.23266e-05,-0.0032909,-0.0032909,-0.0032909,0.017043,0.0108576,0.017043,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491902,0.133903,0.487903,0.707285,-0.706929,-0.000288488,-6.45327e-05,-0.00334863,-0.00334863,-0.00334863,0.017342,0.0110481,0.017342,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491899,0.1339,0.4879,0.707291,-0.706923,-0.000298612,-6.67771e-05,-0.00340637,-0.00340637,-0.00340637,0.017641,0.0112386,0.017641,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491895,0.133896,0.487896,0.707297,-0.706917,-0.000308909,-6.90599e-05,-0.0034641,-0.0034641,-0.0034641,0.01794,0.0114291,0.01794,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491892,0.133893,0.487893,0.707304,-0.70691,-0.000319379,-7.13811e-05,-0.00352184,-0.00352184,-0.00352184,0.018239,0.0116195,0.018239,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491888,0.133889,0.487889,0.70731,-0.706904,-0.000330022,-7.37406e-05,-0.00357957,-0.00357957,-0.00357957,0.018538,0.01181,0.018538,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491884,0.133885,0.487885,0.707317,-0.706897,-0.000340838,-7.61386e-05,-0.00363731,-0.00363731,-0.00363731,0.018837,0.0120005,0.018837,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491881,0.133882,0.487882,0.707323,-0.706891,-0.000351827,-7.85748e-05,-0.00369504,-0.00369504,-0.00369504,0.019136,0.012191,0.019136,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491877,0.133878,0.487878,0.70733,-0.706884,-0.00036299,-8.10495e-05,-0.00375278,-0.00375278,-0.00375278,0.019435,0.0123815,0.019435,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491873,0.133874,0.487874,0.707337,-0.706877,-0.000374325,-8.35625e-05,-0.00381051,-0.00381051,-0.00381051,0.019734,0.012572,0.019734,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491869,0.13387,0.48787,0.707344,-0.70687,-0.000385833,-8.61139e-05,-0.00386825,-0.00386825,-0.00386825,0.020033,0.0127624,0.020033,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491866,0.133867,0.487867,0.707351,-0.706863,-0.000397515,-8.87036e-05,-0.00392598,-0.00392598,-0.00392598,0.020332,0.0129529,0.020332,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491862,0.133863,0.487863,0.707358,-0.706855,-0.000409369,-9.13317e-05,-0.00398372,-0.00398372,-0.00398372,0.020631,0.0131434,0.020631,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491858,0.133859,0.487859,0.707366,-0.706848,-0.000421397,-9.39982e-05,-0.00404145,-0.00404145,-0.00404145,0.02093,0.0133339,0.02093,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491853,0.133854,0.487854,0.707373,-0.706841,-0.000433598,-9.67031e-05,-0.00409919,-0.00409919,-0.00409919,0.021229,0.0135244,0.021229,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491849,0.13385,0.48785,0.707381,-0.706833,-0.000445971,-9.94463e-05,-0.00415692,-0.00415692,-0.00415692,0.021528,0.0137149,0.021528,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491845,0.133846,0.487846,0.707388,-0.706825,-0.000458518,-0.000102228,-0.00421466,-0.00421466,-0.00421466,0.021827,0.0139053,0.021827,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491841,0.133842,0.487842,0.707396,-0.706818,-0.000471238,-0.000105048,-0.00427239,-0.00427239,-0.00427239,0.022126,0.0140958,0.022126,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491837,0.133838,0.487838,0.707404,-0.70681,-0.000484131,-0.000107906,-0.00433013,-0.00433013,-0.00433013,0.022425,0.0142863,0.022425,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491832,0.133833,0.487833,0.707412,-0.706802,-0.000497197,-0.000110803,-0.00438786,-0.00438786,-0.00438786,0.022724,0.0144768,0.022724,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491828,0.133829,0.487829,0.70742,-0.706794,-0.000510436,-0.000113738,-0.0044456,-0.0044456,-0.0044456,0.023023,0.0146673,0.023023,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491823,0.133824,0.487824,0.707428,-0.706785,-0.000523848,-0.000116711,-0.00450333,-0.00450333,-0.00450333,0.023322,0.0148578,0.023322,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491819,0.13382,0.48782,0.707437,-0.706777,-0.000537433,-0.000119723,-0.00456107,-0.00456107,-0.00456107,0.023621,0.0150483,0.023621,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491814,0.133815,0.487815,0.707445,-0.706769,-0.000551191,-0.000122773,-0.0046188,-0.0046188,-0.0046188,0.02392,0.0152387,0.02392,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49181,0.133811,0.487811,0.707453,-0.70676,-0.000565122,-0.000125862,-0.00467654,-0.00467654,-0.00467654,0.024219,0.0154292,0.024219,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491805,0.133806,0.487806,0.707462,-0.706751,-0.000579227,-0.000128989,-0.00473427,-0.00473427,-0.00473427,0.024518,0.0156197,0.024518,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.4918,0.133801,0.487801,0.707471,-0.706743,-0.000593504,-0.000132154,-0.00479201,-0.00479201,-0.00479201,0.024817,0.0158102,0.024817,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491795,0.133796,0.487796,0.70748,-0.706734,-0.000607954,-0.000135357,-0.00484974,-0.00484974,-0.00484974,0.025116,0.0160007,0.025116,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49179,0.133791,0.487791,0.707489,-0.706725,-0.000622578,-0.000138599,-0.00490748,-0.00490748,-0.00490748,0.025415,0.0161912,0.025415,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491785,0.133786,0.487786,0.707498,-0.706716,-0.000637374,-0.00014188,-0.00496521,-0.00496521,-0.00496521,0.025714,0.0163816,0.025714,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491781,0.133782,0.487782,0.707507,-0.706707,-0.000652344,-0.000145198,-0.00502295,-0.00502295,-0.00502295,0.026013,0.0165721,0.026013,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491775,0.133776,0.487776,0.707516,-0.706698,-0.000667487,-0.000148556,-0.00508068,-0.00508068,-0.00508068,0.026312,0.0167626,0.026312,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49177,0.133771,0.487771,0.707525,-0.706688,-0.000682802,-0.000151951,-0.00513842,-0.00513842,-0.00513842,0.026611,0.0169531,0.026611,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491765,0.133766,0.487766,0.707535,-0.706679,-0.000698291,-0.000155385,-0.00519615,-0.00519615,-0.00519615,0.02691,0.0171436,0.02691,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49176,0.133761,0.487761,0.707544,-0.706669,-0.000713953,-0.000158857,-0.00525389,-0.00525389,-0.00525389,0.027209,0.0173341,0.027209,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491755,0.133756,0.487756,0.707554,-0.706659,-0.000729788,-0.000162368,-0.00531162,-0.00531162,-0.00531162,0.027508,0.0175245,0.027508,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491749,0.13375,0.48775,0.707564,-0.70665,-0.000745796,-0.000165916,-0.00536936,-0.00536936,-0.00536936,0.027807,0.017715,0.027807,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491744,0.133745,0.487745,0.707574,-0.70664,-0.000761977,-0.000169504,-0.00542709,-0.00542709,-0.00542709,0.028106,0.0179055,0.028106,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491738,0.133739,0.487739,0.707584,-0.70663,-0.000778331,-0.000173129,-0.00548483,-0.00548483,-0.00548483,0.028405,0.018096,0.028405,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491733,0.133734,0.487734,0.707594,-0.70662,-0.000794858,-0.000176793,-0.00554256,-0.00554256,-0.00554256,0.028704,0.0182865,0.028704,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491727,0.133728,0.487728,0.707604,-0.706609,-0.000811558,-0.000180496,-0.0056003,-0.0056003,-0.0056003,0.029003,0.018477,0.029003,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491722,0.133723,0.487723,0.707614,-0.706599,-0.000828431,-0.000184236,-0.00565803,-0.00565803,-0.00565803,0.029302,0.0186675,0.029302,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491716,0.133717,0.487717,0.707624,-0.706589,-0.000845478,-0.000188016,-0.00571577,-0.00571577,-0.00571577,0.029601,0.0188579,0.029601,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49171,0.133711,0.487711,0.707635,-0.706578,-0.000862697,-0.000191833,-0.0057735,-0.0057735,-0.0057735,0.0299,0.0190484,0.0299,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491705,0.133706,0.487706,0.707646,-0.706567,-0.000880089,-0.000195689,-0.00583124,-0.00583124,-0.00583124,0.030199,0.0192389,0.030199,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491699,0.1337,0.4877,0.707656,-0.706557,-0.000897655,-0.000199583,-0.00588897,-0.00588897,-0.00588897,0.030498,0.0194294,0.030498,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491693,0.133694,0.487694,0.707667,-0.706546,-0.000915393,-0.000203516,-0.00594671,-0.00594671,-0.00594671,0.030797,0.0196199,0.030797,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491687,0.133688,0.487688,0.707678,-0.706535,-0.000933305,-0.000207487,-0.00600444,-0.00600444,-0.00600444,0.031096,0.0198104,0.031096,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491681,0.133682,0.487682,0.707689,-0.706524,-0.00095139,-0.000211496,-0.00606218,-0.00606218,-0.00606218,0.031395,0.0200008,0.031395,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491675,0.133676,0.487676,0.7077,-0.706513,-0.000969647,-0.000215544,-0.00611991,-0.00611991,-0.00611991,0.031694,0.0201913,0.031694,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491668,0.133669,0.487669,0.707711,-0.706501,-0.000988078,-0.00021963,-0.00617765,-0.00617765,-0.00617765,0.031993,0.0203818,0.031993,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491662,0.133663,0.487663,0.707723,-0.70649,-0.00100668,-0.000223754,-0.00623538,-0.00623538,-0.00623538,0.032292,0.0205723,0.032292,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491656,0.133657,0.487657,0.707734,-0.706478,-0.00102546,-0.000227917,-0.00629312,-0.00629312,-0.00629312,0.032591,0.0207628,0.032591,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49165,0.133651,0.487651,0.707746,-0.706467,-0.00104441,-0.000232118,-0.00635085,-0.00635085,-0.00635085,0.03289,0.0209533,0.03289,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491643,0.133644,0.487644,0.707757,-0.706455,-0.00106353,-0.000236357,-0.00640859,-0.00640859,-0.00640859,0.033189,0.0211437,0.033189,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491637,0.133638,0.487638,0.707769,-0.706443,-0.00108283,-0.000240635,-0.00646632,-0.00646632,-0.00646632,0.033488,0.0213342,0.033488,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49163,0.133631,0.487631,0.707781,-0.706431,-0.0011023,-0.000244952,-0.00652406,-0.00652406,-0.00652406,0.033787,0.0215247,0.033787,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491624,0.133625,0.487625,0.707793,-0.706419,-0.00112194,-0.000249306,-0.00658179,-0.00658179,-0.00658179,0.034086,0.0217152,0.034086,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491617,0.133618,0.487618,0.707805,-0.706407,-0.00114175,-0.000253699,-0.00663953,-0.00663953,-0.00663953,0.034385,0.0219057,0.034385,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491611,0.133612,0.487612,0.707817,-0.706395,-0.00116174,-0.000258131,-0.00669726,-0.00669726,-0.00669726,0.034684,0.0220962,0.034684,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491604,0.133605,0.487605,0.70783,-0.706383,-0.0011819,-0.0002626,-0.006755,-0.006755,-0.006755,0.034983,0.0222867,0.034983,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491597,0.133598,0.487598,0.707842,-0.70637,-0.00120224,-0.000267108,-0.00681273,-0.00681273,-0.00681273,0.035282,0.0224771,0.035282,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.49159,0.133591,0.487591,0.707854,-0.706358,-0.00122275,-0.000271655,-0.00687047,-0.00687047,-0.00687047,0.035581,0.0226676,0.035581,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491583,0.133584,0.487584,0.707867,-0.706345,-0.00124343,-0.00027624,-0.0069282,-0.0069282,-0.0069282,0.03588,0.0228581,0.03588,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491576,0.133577,0.487577,0.70788,-0.706332,-0.00126428,-0.000280863,-0.00698594,-0.00698594,-0.00698594,0.036179,0.0230486,0.036179,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491569,0.13357,0.48757,0.707893,-0.706319,-0.00128531,-0.000285524,-0.00704367,-0.00704367,-0.00704367,0.036478,0.0232391,0.036478,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491562,0.133563,0.487563,0.707905,-0.706306,-0.00130651,-0.000290224,-0.00710141,-0.00710141,-0.00710141,0.036777,0.0234296,0.036777,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
0.491555,0.133556,0.487556,0.707918,-0.706293,-0.00132788,-0.000294962,-0.00715914,-0.00715914,-0.00715914,0.037076,0.02362,0.037076,-0.057735,-0.057735,-0.057735,0.299,0.190484,0.299
